region,price,garage,bedrooms,bathrooms,datebuilt,floorarea,detached,fireplace,agelessthan15,age65andover,nonwhite,unemploy,ownocc,carsperhh,manuf
6,29450,0,3,1,1907,111.5,0,1,19.73,17.72,1.003,8.82,56.246,0.551,20.311
5,23500,0,3,1,1893,97,0,1,22.84,13.96,1.215,7.69,56.681,0.772,26.914
5,17000,0,3,1,1905,92.2,0,1,20.44,15.96,0.595,9.69,55.009,0.431,16.176
5,30500,0,2,1,1903,124.6,0,1,23.24,14.76,1.262,7.69,54.153,0.555,17.199
5,27000,0,3,1,1909,103.2,0,1,21.29,17.35,0.721,2.08,60.694,0.766,18.237
6,16450,0,1,1,1873,57.4,0,1,20.89,16.15,0.725,8.08,55.232,0.97,16.085
5,17500,0,2,1,1954,76.2,0,1,20.44,13.96,0.984,2.69,53.002,0.969,23.491
2,37000,0,3,1,1945,104.1,0,0,27.93,13.95,1.683,13.62,54.052,0.489,6.635
2,42500,0,2,1,1960,83.2,0,0,19.42,17.21,1.218,3.83,57.117,1.124,13.182
1,24500,0,1,1,1909,66,0,0,20.73,18.62,2.723,3.84,56.798,0.807,22.135
2,55500,1,3,1,1973,102.3,0,0,21.35,16.6,2.544,3.34,58.856,1.27,20.039
2,40500,0,2,1,1897,71.6,0,0,12.7,23.79,3.319,10.42,56.839,0.558,13.353
2,23500,1,1,1,1962,58.5,0,0,20.5,17.84,1.188,12.28,56.144,0.408,14.848
2,40000,0,2,1,1989,53.8,0,1,12.3,25.79,3.982,11.42,56.602,0.642,2.292
2,80500,1,3,1,1972,119.7,1,0,24.45,14.57,1.344,4.26,60.509,0.38,20.809
2,22000,0,2,1,1931,67.4,0,0,23.35,17.3,1.43,8.98,58.944,0.04,20.556
6,83000,1,4,2,1988,125.8,1,0,27.23,5.51,1.615,4.05,59.776,1.131,14.791
2,68500,1,3,1,1965,104.6,0,0,19.23,20.44,3.956,2.57,54.222,0.887,10.746
2,59500,0,3,1,1999,185,0,1,15.1,23.39,3.565,5.42,58.355,0.299,20.091
1,19500,0,3,1,1907,78.8,0,1,21.2,20.55,0.782,5.3,57.429,0.959,17.996
6,34450,0,4,1,1915,112,0,1,20.93,18.12,0.768,9.82,60.735,0.699,15.766
6,54000,0,3,1,1929,149.6,0,0,17.72,16.46,1.426,5.89,52.926,1.095,11.624
5,23000,0,2,1,1890,75.4,0,0,22.79,17.15,-0.051,11.06,53.443,0.15,21.751
5,60000,1,3,1,1959,137.4,0,0,22.45,19.5,0.271,8.21,55.668,0.769,16.911
5,51000,1,3,1,1928,97.1,0,0,20.45,20.7,0.623,3.21,58.734,0.661,25.363
5,68500,1,5,2,1998,185.5,1,0,21.79,17.05,0.536,4,60.793,0.206,36.023
5,31250,0,2,1,1955,70,0,1,22.24,15.27,0.167,10.94,53.432,0.726,26.563
4,51450,0,2,1,1938,78.8,0,0,19.89,14.35,1.789,0,60.538,1.326,20.501
5,35550,0,3,1,1958,98.3,0,0,22.82,14.42,0.34,8.21,53.972,0.233,34.259
6,61450,1,2,1,1989,99.5,0,0,21.66,15.12,3.811,7.16,58.716,0.245,18.749
5,34500,1,3,1,1966,90.3,0,0,22.59,17.45,0.62,4,60.214,0.58,33.045
6,37500,0,2,1,1905,119.2,0,1,18.53,17.72,0.726,3.82,58.301,0.914,11.701
4,97500,1,4,2,1938,129.1,0,0,18.69,16.75,1.957,3.19,60.695,1.166,17.547
6,26000,0,2,1,1929,89.6,0,0,21.33,17.72,1.327,5.82,58.973,0.528,17.459
6,47000,1,3,1,1911,124.8,0,1,21.33,17.72,1.364,7.82,54.003,0.595,18.012
5,26500,0,2,2,1897,66.8,0,1,20.53,18.12,0.714,7.82,52.252,0.889,15.577
6,51450,1,3,1,1967,100.3,0,0,24.24,18.47,0.13,9.94,60.951,0.561,31.879
6,56500,1,3,2,1925,203.6,0,1,18.53,19.32,0.714,3.82,53.877,0.945,18.898
6,29400,1,1,1,1983,59.8,0,0,21.54,14.63,0.608,2.75,58.24,0.428,22.538
6,25500,0,2,1,1909,71.2,0,1,21.66,17.52,4.099,10.16,53.068,0.185,19.455
5,28500,0,1,1,1972,62,0,0,20.86,17.52,3.911,9.16,53.292,0.212,14.44
4,30500,0,3,1,1911,98.5,0,1,20.98,18.8,0.698,8.59,52.408,0.508,6.369
5,30500,0,3,1,1973,94.6,0,0,23.54,14.23,0.785,4.75,58.017,0.49,26.856
6,29450,0,2,1,1901,71.1,0,0,18.75,21.28,0.877,5.36,56.702,0.476,29.314
6,35200,1,2,1,1988,64.6,0,0,24.06,17.52,4.026,7.16,53.585,0.401,11.021
6,25450,0,1,1,1963,53.9,0,0,24.06,8.9,0.111,9.38,53.017,0.684,39.668
5,21450,0,1,1,1928,37.1,0,1,21.65,19.1,0.079,6.21,54.142,0.767,8.24
6,39000,0,3,2,1985,105.6,0,1,22.91,17.25,0.392,6.69,54.764,0.824,16.886
5,47000,1,1,1,1955,89,0,0,16.1,17.9,0.928,0,52.45,0.784,25.551
5,24600,0,2,1,1963,104.5,0,0,21.64,15.16,0.858,4.69,57.473,0.945,20.897
6,25500,0,2,1,1953,107.1,0,0,20.44,15.16,1.121,5.69,60.484,0.452,15.682
4,39000,0,4,1,1972,101.7,0,1,21.32,16.76,1.274,6.09,60.146,0.75,28.406
1,22500,0,3,2,1913,88,0,0,17.93,18.22,3.304,9.84,52.976,0.471,15.576
4,28500,0,2,1,1921,77,0,0,22.17,16.95,2.316,14.01,61.275,0.693,18.07
4,65500,1,2,1,1954,86.2,0,0,24.3,19.71,1.229,9.89,55.569,0.488,14.31
6,55450,1,3,1,1974,86.5,0,0,19.29,18.95,0.464,8.08,52.721,0.531,20.374
6,58450,1,5,1,1947,126.6,0,0,21.25,19.9,0.088,8.21,58.806,0.185,21.418
4,28500,0,1,2,1960,86.6,0,0,21.41,19.74,1.14,8.64,55.823,0.619,19.749
5,11000,0,1,1,1953,59.4,0,0,24.75,12.6,0.275,5.12,52.423,0.321,19.461
6,52500,1,4,1,1971,112.6,0,0,27.97,11.32,1.136,3.36,59.259,0.774,24.318
6,41500,0,1,1,1936,45.2,0,0,17.3,17.9,0.943,4.06,60.215,1.163,20.495
5,47500,1,4,1,1990,107.9,0,0,26.66,11.52,0.541,4.25,59.713,1.052,29.176
5,14150,0,1,1,1978,59.3,0,0,25.95,13.8,0.452,10.12,54.007,0.331,29.321
6,13500,0,1,1,1966,67.3,0,0,25.15,12.2,0.297,10.12,53.68,0.502,38.992
6,87500,0,4,1,1988,167.9,1,0,27.23,7.11,1.812,3.05,56.908,1.13,20.877
5,46000,0,4,1,1985,68.6,0,0,28.83,8.71,2.059,4.05,54.401,1.017,30.32
5,38500,0,2,1,1989,63,0,0,27.63,6.31,1.671,7.05,61.141,0.853,17.393
5,41500,1,2,1,1983,86,0,1,27.17,10.52,1.195,6.36,52.341,0.753,25.06
5,50500,1,3,1,1981,112.6,0,0,26.83,8.71,1.466,7.05,60.808,1.267,24.3
6,37500,1,2,1,1974,65.4,0,1,23.95,11.4,0.604,8.12,58.116,0.529,35.249
5,23500,0,2,1,1946,89.8,0,0,20.84,15.16,0.87,4.69,52.389,0.844,16.308
6,24500,0,2,1,1896,106.7,0,1,24.04,14.36,1.144,7.69,57.811,0.513,22.18
6,40500,1,2,1,1984,63.7,0,0,30.03,7.91,1.806,0.05,61.562,0.788,27.24
5,38000,0,2,1,1968,85.7,0,1,27.17,10.92,0.661,3.36,56.63,0.796,29.536
5,55500,1,4,1,1972,86.8,1,0,28.37,9.72,0.804,4.36,52.143,0.624,19.227
5,45500,1,3,1,1983,90.7,1,0,28.83,7.51,2.06,2.05,58.069,1.008,27.77
5,72500,1,4,1,1987,111.6,1,0,29.63,9.11,1.761,8.05,58.719,0.711,25.906
6,28000,0,2,1,1981,72.1,0,0,27.63,6.31,1.559,5.05,56.888,0.919,28.897
6,33500,0,3,1,1980,102.7,0,1,23.95,13.4,0.995,9.12,58.498,0.746,32.108
6,12000,0,1,2,1977,52.4,0,0,27.17,9.32,0.609,1.36,57.828,0.99,21.037
5,38000,1,2,2,1960,106.8,0,0,25.55,13,0.814,2.12,59.425,0.703,22.035
6,21000,0,1,1,1968,60.3,0,0,25.15,12.2,0.387,10.12,60.193,0.786,20.972
6,54500,1,4,1,1962,109,0,0,23.95,10.2,0.53,2.12,58.803,0.729,38.397
3,56000,0,2,1,1939,102.3,0,0,17.02,25.26,0.776,1.47,56.044,0.77,17.539
3,28500,0,2,1,1909,101.5,0,0,17.42,23.26,0.558,1.47,53.587,0.947,17.492
4,42500,0,3,1,1960,124.5,0,0,22.97,16.55,2.502,7.01,61.504,0.348,17.873
3,71500,1,3,1,1972,120.9,1,0,21.92,15.68,1.251,4.76,58.728,1.461,12.142
3,43500,0,3,1,1903,119,0,0,20.41,18.46,2.288,7.54,59.967,0.983,8.351
2,35500,1,2,1,1958,93.4,0,0,19.06,23.4,6.106,1.97,56.939,0.526,7.104
3,37100,0,3,2,1989,64.7,0,1,18.16,19.56,0.65,1.81,53.24,0.589,19.107
1,27450,0,2,1,1901,81.9,0,0,23.28,16.01,1.855,9.4,54.641,0.44,31.682
5,29450,0,1,1,1893,62.4,0,1,24.06,17.12,3.635,9.16,59.025,0.719,18.079
6,81500,1,4,1,1931,140,0,0,18.5,18.3,0.547,3.06,57.326,0.861,20.211
6,44500,1,2,1,1973,108.6,0,0,22.04,17.16,1.19,1.69,54.117,0.657,19.364
6,41500,1,2,1,1905,141,0,0,20.16,14.6,6.845,6.45,57.336,0.412,6.849
6,23000,1,3,1,1966,118.4,0,0,26.75,13.8,0.451,11.12,53.599,0.555,33.347
5,41500,0,1,2,1901,102.2,0,1,17.32,19.26,1.483,4.89,55.277,0.805,11.22
2,114500,1,4,2,1879,200.1,0,0,20.95,15,2.921,0,52.164,1.273,10.588
3,154500,1,3,1,1988,156.5,1,0,17.82,23.26,0.843,4.47,52.851,0.816,7.086
1,72000,1,4,2,1998,110.8,1,0,20.08,19.34,0.415,2.98,52.29,0.334,25.93
5,59450,1,2,2,2000,100,1,0,25.15,13.8,0.535,3.12,54.697,0.413,24.506
3,62000,1,3,2,2000,104.1,1,0,22.17,15.61,1.483,4.54,53.123,0.884,21.993
1,84500,1,3,1,1970,141.9,1,0,18.14,18.41,0.83,2.87,54.388,0.709,6.293
2,48500,1,1,1,1980,74.8,0,0,20.15,15,2.977,6.34,56.399,1.049,6.584
6,67450,1,3,1,1939,149.6,0,0,16.9,17.1,0.536,3.06,57.407,0.987,22.616
5,18000,0,1,1,1915,72.6,0,0,19.33,18.92,1.407,6.82,58.632,0.421,12.786
6,49500,1,4,1,1965,135.1,0,0,22.04,15.16,1.097,3.69,55.048,0.878,19.929
5,18250,0,3,1,1903,61,0,1,17.95,19.28,0.814,5.36,58.392,0.438,19.971
1,18000,0,1,1,1907,77.2,0,0,26.08,18.41,1.799,8.4,53.888,0.596,21.803
6,64500,1,2,1,1933,95,0,0,25.57,11.72,1.332,6.36,56.25,0.573,16.168
6,71300,1,4,1,1943,135.5,0,0,16.52,18.06,1.309,2.89,58.508,0.997,6.064
4,52500,0,4,1,1943,141.8,0,0,22.89,16.64,0.706,9.3,55.899,0.723,31.459
6,19495,0,2,1,1959,75.3,0,0,25.26,8.1,0.615,14.38,57.85,0.531,30.686
6,48500,0,2,1,1921,158.2,0,1,20.86,15.12,3.771,8.16,60.136,0.671,26.165
3,87500,1,5,1,1963,166.4,0,0,18.29,20.49,1.44,6.53,53.97,0.505,13.447
6,32500,0,4,1,1901,104.1,0,0,19.72,19.26,1.185,3.89,53.879,1.126,8.073
5,22500,0,2,1,1913,30,0,0,20.82,15.94,1.717,7.73,60.758,0.799,9.85
6,57500,1,2,1,1934,85.2,0,0,26.37,10.92,1.348,2.36,53.543,0.793,27.488
5,30500,0,3,1,1913,67.3,0,1,20.46,16.72,3.411,9.16,54.376,0.201,28.559
6,42000,0,3,1,1944,93.4,0,0,18.12,17.26,1.461,3.89,59.929,1.009,18.069
5,81500,1,4,1,1989,120.2,1,0,22.41,17.39,0.258,5.18,60.419,0.947,16.96
5,33000,0,3,1,1957,101.2,0,0,24.79,15.15,0.695,10.06,54.994,0.4,29.198
1,87000,1,3,1,1985,144.5,1,0,18.84,16.35,-0.057,1.29,56.296,1.076,21.289
3,28500,1,1,1,1911,79,0,0,19.21,21.66,2.473,5.54,55.478,0.533,11.82
3,34500,1,3,1,1926,93.9,0,0,19.9,18.22,0.811,1.93,60.058,0.442,15.363
3,49500,0,2,1,1950,83.3,0,0,18.22,24.86,0.836,4.47,61.491,0.845,16.673
2,66000,1,2,1,1915,102.5,0,0,18.83,19.64,4.516,2.57,54.274,1.312,14.534
3,71500,1,4,1,1962,109.4,0,0,17.02,26.86,0.23,2.47,57.874,0.647,6.923
2,26500,0,2,1,1975,54.3,0,1,21.78,23.51,0.882,12.99,60.932,0.476,26.4
3,32000,0,2,1,1977,71.4,0,1,20.17,14.01,1.682,4.54,57.071,0.474,13.14
6,48000,1,2,1,1938,80.6,0,0,19.7,19.9,0.272,3.06,54.937,0.788,10.414
1,21000,0,2,1,1907,73.2,0,0,20.18,15.37,1.324,10.29,55.223,0.5,14.854
3,69000,1,3,1,1980,123.5,0,0,22.98,12.81,0.636,3.31,53.262,0.582,29.816
3,124500,1,5,2,1944,219.5,1,0,21.86,23.24,0.743,3.47,52.998,0.954,21.578
2,24505,0,2,1,1957,64.8,0,0,22.1,17.04,1.246,3.28,52.595,0.303,14.007
5,41500,1,2,2,1979,70.8,0,0,27.17,11.72,0.771,4.36,61.434,0.681,32.306
2,41250,0,3,1,1981,108.8,0,1,16.93,24.98,4.713,0,53.41,0.548,6.187
3,56500,1,3,1,1983,107.6,0,0,24.98,10.01,0.55,7.31,60.633,0.419,28.089
3,56500,0,3,1,1945,91.7,0,0,14.46,23.35,1.029,2.07,51.882,0.521,23.211
2,52500,0,3,1,1934,107.3,0,0,18.62,17.21,1.381,0.83,55.258,1.168,9.186
2,87500,1,3,1,1927,131.6,0,0,16.97,17.82,5.205,1.52,58.053,0.59,6.016
6,29450,1,3,1,1969,110.7,0,1,20.99,17.45,0.358,6,59.254,0.494,32.365
2,41500,0,3,1,1977,85.3,0,1,20.95,17,2.853,5.34,60.179,1.217,11.648
3,69450,1,3,1,1982,127.1,1,0,22.58,9.61,0.366,0.31,59.818,0.403,24.244
5,31250,0,3,1,1963,122.9,0,0,23.95,13,0.511,2.12,55.439,0.511,24.045
1,21000,0,1,1,1897,89.5,0,0,24.09,16.11,0.13,4.38,53.39,0.322,28.082
1,20500,0,2,1,1913,63.8,0,0,19.93,15.02,3.396,3.84,57.884,0.245,16.525
1,39000,0,3,1,1936,75.9,0,0,21.56,21.67,0.285,11.52,61.536,0.569,35.587
1,35000,0,2,1,1976,60,0,0,18.58,16.17,1.457,11.29,58.078,0.152,15.237
1,19450,0,3,1,1905,75,0,0,21.78,16.97,1.197,9.29,58.951,0.298,20.577
2,36500,0,3,1,1907,135.7,0,1,21.23,14.79,1.049,6.81,61.73,0.972,12.972
1,18500,0,2,2,1945,69.8,0,0,20.76,20.87,0.222,8.52,54.483,0.533,28.639
1,26450,0,2,1,1930,81.3,0,1,20.73,17.28,1.293,3.19,59.115,0.547,12.866
1,53500,1,2,1,1962,118.5,0,0,22.49,14.11,0.408,10.38,53.99,0.557,28.619
1,27500,0,2,2,1897,84,0,1,20.08,20.14,0.982,1.98,60.765,0.229,22.785
1,22800,0,2,2,1905,77.3,0,0,23.53,14.88,1.03,5.19,55.112,0.402,23.432
1,22000,0,3,1,1917,81.7,0,1,18.98,16.17,1.434,14.29,56.923,0.407,23.475
1,22500,0,3,2,1917,81.8,0,1,20.73,16.48,0.736,9.19,59.467,0.25,26.985
4,39500,0,3,1,1962,99.8,0,0,20.98,20.8,0.873,0.59,58.4,0.435,24.261
1,27500,0,1,1,1901,108.7,0,0,26.08,17.61,1.718,12.4,56.228,0.099,15.931
1,25000,0,3,1,1907,89.4,0,1,26.08,18.01,2.369,10.4,54.809,0.208,25.881
2,42500,0,3,1,1986,79.7,0,1,23.3,19.44,1.135,4.28,59.308,0.353,19.308
1,20500,0,2,1,1914,77.6,0,1,18.73,15.02,3.344,3.84,61.408,0.661,20.801
1,24250,0,3,1,1901,82.2,0,1,18.98,15.77,1.637,13.29,54.537,0.306,13.336
1,28500,0,2,1,1936,125.4,0,0,17.4,22,1.44,0,60.444,1.066,14.255
1,30500,0,1,1,1978,74,0,1,22.88,16.81,1.665,8.4,61.388,0.549,13.199
1,28000,0,3,1,1947,90.9,0,0,22.89,16.91,0.399,2.38,51.968,0.396,30.212
6,29500,0,3,1,1903,107.2,0,1,21.94,13.43,0.403,6.75,59.415,0.689,12.477
2,79000,1,4,1,1931,143.1,0,0,23.75,16.6,2.744,0.34,60.552,0.817,19.785
1,51500,0,3,1,1891,86.6,0,1,22.49,15.71,0.062,2.38,56.307,0.344,23.645
5,71500,0,3,1,1987,107.7,1,0,28.03,7.91,1.646,5.05,60.33,0.743,24.102
6,46950,0,2,1,1983,89.6,0,0,20.99,17.85,0.421,4,56.693,0.153,17.361
6,33000,0,2,1,1901,114.2,0,1,19.72,16.06,1.132,1.89,54.222,0.891,4.376
5,109500,1,2,1,1984,147.7,1,0,22.02,17.54,2.036,7.73,52.017,0.426,11.791
5,25000,0,2,1,1913,81.6,0,1,23.99,17.15,0.113,7.06,58.15,0.418,22.629
5,44500,1,2,2,1979,56.6,0,1,23.66,17.12,3.426,14.16,53.373,0.252,25.631
6,48500,1,3,1,1923,81.5,0,0,19.3,17.5,0.209,0.06,60.303,0.667,12.667
2,43500,0,2,1,1974,62.5,0,0,22.9,20.64,1.432,11.28,59.335,0.561,20.617
6,31500,0,2,1,1958,92.8,0,0,27.26,10.1,0.549,15.38,57.381,0.641,40.272
5,32500,0,3,1,1959,92.8,0,0,24.51,17.25,0.7,9.69,59.645,0.849,13.359
3,75500,1,3,1,1937,144.1,0,0,20.66,23.24,1.045,1.47,54.905,0.471,21.48
4,51500,0,3,1,1979,68.3,0,0,20.12,18.36,1.491,3.09,59.6,0.93,13.122
6,57500,0,3,2,1960,109.3,0,0,22.41,17.39,0.333,1.18,59.818,0.581,27.406
5,20500,0,2,1,1982,81.6,0,1,27.57,8.52,0.895,7.36,51.835,1.059,29.939
5,78500,0,3,2,1981,113.1,1,0,27.23,6.71,1.653,8.05,57.84,0.774,19.342
6,26450,0,3,1,1985,53.9,0,0,28.03,6.71,1.856,1.05,58.927,0.966,20.539
6,25000,0,2,1,1961,98.2,0,0,23.55,12.6,0.39,5.12,60.81,0.464,28.323
5,39500,1,4,1,1989,54.2,1,0,28.03,5.91,1.799,2.05,58.919,0.718,23.264
6,17500,0,3,1,1991,36,0,0,29.63,6.31,1.353,8.05,54.205,0.988,31.514
6,47500,0,3,1,1968,88.6,0,1,25.86,11.52,0.876,4.25,54.711,1.041,34.466
6,59500,1,2,1,1968,102.9,0,0,25.97,10.52,1.112,8.36,59.974,0.975,22.122
6,28450,0,3,1,1958,93.9,0,0,23.15,12.2,0.678,4.12,59.078,0.525,36.356
5,28500,0,3,1,1945,83.8,0,0,25.46,10.72,0.52,4.25,61.656,0.675,22.121
3,32000,0,2,2,1888,74.6,0,0,17.42,26.46,0.168,4.47,56.055,1.023,12.334
6,29450,1,1,1,1903,66.3,1,0,23.22,16.82,0.251,12.21,58.376,0.575,19.003
6,22500,0,3,1,1950,84.8,0,0,24.46,8.5,0.19,17.38,53.682,0.455,31.173
5,38500,1,3,1,1970,100.3,0,0,23.54,15.83,0.992,7.75,54.227,0.46,20.358
6,24500,0,1,1,1919,72.6,0,1,18.93,19.72,1.105,8.82,53.723,0.473,24.386
4,56000,0,4,1,1962,104.6,0,0,26.64,12.01,0.28,5.79,61.047,0.452,30.526
3,46000,1,3,1,1960,97.6,0,0,16.71,20.58,0.606,5.87,54.344,0.66,23.409
5,27450,0,2,1,1921,79.3,0,1,22.46,17.92,3.496,7.16,61.554,0.342,18.524
5,21000,0,2,1,1899,81.4,0,1,20.46,16.72,4.084,11.16,53.48,0.269,9.594
5,104500,1,4,1,1989,183,0,0,30.03,6.31,1.934,3.05,58.577,0.797,15.408
5,43500,0,2,1,1926,85.5,0,0,22.05,21.5,0.452,11.21,57.551,0.187,12.559
2,38000,0,2,1,1932,73.4,0,0,17.03,16.72,5.385,1.21,57.115,0.536,18.131
3,35500,0,2,1,1959,103.8,0,0,23.02,14.79,1.067,3.26,54.298,0.562,12.995
2,55500,0,3,1,1934,102.6,0,0,18.13,22.98,4.983,3.2,60.661,0.689,20.034
2,56000,0,2,1,1895,124.6,0,1,15.77,19.02,5.552,0.52,56.669,1.178,10.164
5,57500,1,2,1,1926,87.2,0,0,27.57,8.92,0.6,8.36,52.959,0.613,19.534
6,47000,1,4,1,1981,90.7,0,0,26.26,9.12,1.2,9.25,52.217,1.021,18.135
4,59450,1,4,1,1988,80.8,0,0,21.32,17.16,1.443,4.09,59.652,0.652,12.012
3,77450,1,4,1,1994,121,0,0,18.96,19.16,0.702,6.81,58.331,0.747,18.331
2,90500,1,3,1,1984,122.4,0,1,18.83,19.64,3.803,2.57,60.044,1.013,9.677
4,74495,1,4,1,1998,120.2,0,0,20.37,14.21,0.938,2.58,60.162,0.356,21.057
1,68500,0,3,1,2000,113.3,0,0,18.6,20.8,1.308,0.65,59.377,1.073,21.542
3,100000,0,3,1,2000,162.2,1,0,20.66,21.64,0.917,8.47,57.126,0.767,21.065
3,88950,0,4,4,1986,126.9,1,0,22.32,15.68,1.099,0,58.226,1.429,14.991
6,39250,1,3,1,1992,69.9,0,0,23.64,14.36,0.821,8.69,56.337,0.761,29.112
2,37000,1,2,1,1931,96.6,0,0,16.63,19.52,5.468,8.21,54.977,0.557,13.108
1,24450,0,3,2,1919,75.3,0,1,21.96,21.27,0.4,11.52,60.952,0.348,26.025
2,83500,1,3,2,1986,95.3,1,0,19.7,19.59,3.543,1.75,61.078,0.534,13.579
3,31500,0,2,1,1974,60.4,0,0,18.56,20.83,0.657,0,60.142,1.073,23.526
3,32750,0,3,1,1972,76.4,0,0,16.96,19.23,0.048,0.74,61.119,1.112,5.067
1,31500,0,2,2,1917,94,0,1,20.61,11.24,0.901,0,59.356,0.798,24.412
