"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"90","RT @Game0fThronz: RT brettaok: Waiting on line for the #GameOfThones Bleed For The Throne experience. #SXSW2019 #SXSW https://t.co/3WSpYzu8…",FALSE,0,NA,2019-03-11 00:51:46,FALSE,NA,"1104907734917545984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MeruMuadDib",1,TRUE,FALSE,NA,NA
"91","The night is dark and full of spoilers. 🙈 #GameOfThones",FALSE,0,NA,2019-03-11 00:51:36,FALSE,NA,"1104907693045637120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","piaaattos2",0,FALSE,FALSE,NA,NA
"92","RT @infinitum: ¿Quién se quedará con el Trono de Hierro? Descúbrelo con tu paquete #Infinitum + HBO y disfruta las temporadas de #GameOfTho…",FALSE,0,NA,2019-03-11 00:51:02,FALSE,NA,"1104907548812021760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesusrosas",53,TRUE,FALSE,NA,NA
"93","RT @brettaok: Waiting on line for the #GameOfThones Bleed For The Throne experience. #SXSW2019 #SXSW https://t.co/05WvyfTvk8",FALSE,0,NA,2019-03-11 00:49:54,FALSE,NA,"1104907265432268801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angels_xr",103,TRUE,FALSE,NA,NA
"94","Almost finished rewatching #GameOfThones.. in the middle of the season finale.. John Targaryen ouchea",FALSE,1,NA,2019-03-11 00:49:45,FALSE,NA,"1104907226320379904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LewKaineMane",0,FALSE,FALSE,NA,NA
"95","Guess I'll catch up on Game of Thrones #GOT #GameOfThones https://t.co/O9qjin13JR",FALSE,1,NA,2019-03-11 00:49:25,FALSE,NA,"1104907144124616705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TxKage7",0,FALSE,FALSE,NA,NA
"96","RT @brettaok: Waiting on line for the #GameOfThones Bleed For The Throne experience. #SXSW2019 #SXSW https://t.co/05WvyfTvk8",FALSE,0,NA,2019-03-11 00:46:42,FALSE,NA,"1104906456426401792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DaayPantoja",103,TRUE,FALSE,NA,NA
"97","Honestly it would be rude to give Arya a male love interest. Let the gay agenda shine through pls #GameOfThones",FALSE,0,NA,2019-03-11 00:46:32,FALSE,NA,"1104906416744292352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maserrr",0,FALSE,FALSE,NA,NA
"98","I’ve watched #GameOfThones S1-S7 about a thousand times! Ha hurry up April 14th! ❄️🔥",FALSE,1,NA,2019-03-11 00:44:44,FALSE,NA,"1104905965340512257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shylean6",0,FALSE,FALSE,NA,NA
"99","They weren't joking when they said this next season was gonna be wild 😱😱😱 #GameOfThones #GameofThronesSeason8 #GoT https://t.co/usANshhOiI",FALSE,0,NA,2019-03-11 00:44:18,FALSE,NA,"1104905855424741376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ExtremeZollar",0,FALSE,FALSE,NA,NA
"100","RT @brettaok: Waiting on line for the #GameOfThones Bleed For The Throne experience. #SXSW2019 #SXSW https://t.co/05WvyfTvk8",FALSE,0,NA,2019-03-11 00:42:45,FALSE,NA,"1104905464276385792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gorufu13",103,TRUE,FALSE,NA,NA
