"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"26","🤘🏻🤘🏻🤘🏻 https://t.co/XjMVMQ515u",FALSE,0,NA,2019-03-11 02:53:53,FALSE,NA,"1104938463835627521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jose_cazares10",0,FALSE,FALSE,NA,NA
"27","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:53:11,FALSE,NA,"1104938290401038338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thomo1885",15,TRUE,FALSE,NA,NA
"28","RT @RocketsNationCP: Congrats to Chris Paul on further solidifying his position as one of the best passers in NBA history! 👏💯 #Rockets http…",FALSE,0,NA,2019-03-11 02:52:15,FALSE,NA,"1104938055310495745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rocktredblood",6,TRUE,FALSE,NA,NA
"29","@reveal_15 If he stayed in OKC. Nba would be more balanced and he would prob be best player on Earth. Or Curry. The… https://t.co/NNlCuESEAw",FALSE,1,"reveal_15",2019-03-11 02:51:57,TRUE,"1104936414041518081","1104937979062165505","1423896751","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","derrickn95",0,FALSE,FALSE,NA,NA
"30","RT @RobKSports: Last five back-to-back NBA MVP winners (points - assists - rebounds):

- Steph Curry: 26.9 - 7.2 - 4.8
- Lebron James: 26.9…",FALSE,0,NA,2019-03-11 02:51:47,FALSE,NA,"1104937936833990656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chonski10",130,TRUE,FALSE,NA,NA
"31","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:51:29,FALSE,NA,"1104937859239329794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cudlifemike",53,TRUE,FALSE,NA,NA
"32","RT @RocketsNationCP: Congrats to Chris Paul on further solidifying his position as one of the best passers in NBA history! 👏💯 #Rockets http…",FALSE,0,NA,2019-03-11 02:51:13,FALSE,NA,"1104937794034638849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jkelmuhcoogs",6,TRUE,FALSE,NA,NA
"33","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:51:02,FALSE,NA,"1104937747607740416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Boomhauwitzer",15,TRUE,FALSE,NA,NA
"34","RT @SalmanAliNBA: Houston had a 100.1 Defensive RTG tonight.

For context, Milwaukee has the best defense in the NBA with a 104.4 Defensive…",FALSE,0,NA,2019-03-11 02:50:58,FALSE,NA,"1104937732118327296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missaflo7",9,TRUE,FALSE,NA,NA
"35","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:50:50,FALSE,NA,"1104937696772841472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marteeno_Z",53,TRUE,FALSE,NA,NA
"36","RT @gamefrick14: So is the last place Suns really about to defeat the defending champions? Can it happen? #NBA #ForTheLoveOfTheGame",FALSE,0,NA,2019-03-11 02:50:43,FALSE,NA,"1104937666179522560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","growingaway",1,TRUE,FALSE,NA,NA
"37","Congrats to Chris Paul on further solidifying his position as one of the best passers in NBA history! 👏💯 #Rockets https://t.co/KANEu8Tg5s",FALSE,12,NA,2019-03-11 02:50:22,FALSE,NA,"1104937581047775232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RocketsNationCP",6,FALSE,FALSE,NA,NA
"38","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:49:53,FALSE,NA,"1104937460365250561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","One_Nations_Own",15,TRUE,FALSE,NA,NA
"39","So is the last place Suns really about to defeat the defending champions? Can it happen? #NBA #ForTheLoveOfTheGame",FALSE,1,NA,2019-03-11 02:49:47,FALSE,NA,"1104937432548626433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gamefrick14",1,FALSE,FALSE,NA,NA
"40","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:49:43,FALSE,NA,"1104937417168076800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HouSportsGod",15,TRUE,FALSE,NA,NA
"41","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:49:09,FALSE,NA,"1104937275341844480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hyperavtivity",15,TRUE,FALSE,NA,NA
"42","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:48:35,FALSE,NA,"1104937130604810240",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AstroRocket",15,TRUE,FALSE,NA,NA
"43","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:48:30,FALSE,NA,"1104937109608112129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kyle_Moreno77",15,TRUE,FALSE,NA,NA
"44","RT @SalmanAliNBA: Houston had a 100.1 Defensive RTG tonight.

For context, Milwaukee has the best defense in the NBA with a 104.4 Defensive…",FALSE,0,NA,2019-03-11 02:46:49,FALSE,NA,"1104936688013504515",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbelGe87",9,TRUE,FALSE,NA,NA
"45","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:46:38,FALSE,NA,"1104936642224238594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaveMathis12",53,TRUE,FALSE,NA,NA
"46","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:46:36,FALSE,NA,"1104936633676296193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Allison_Wollam",15,TRUE,FALSE,NA,NA
"47","RT @RobKSports: Last five back-to-back NBA MVP winners (points - assists - rebounds):

- Steph Curry: 26.9 - 7.2 - 4.8
- Lebron James: 26.9…",FALSE,0,NA,2019-03-11 02:46:32,FALSE,NA,"1104936616374820864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patgant15",130,TRUE,FALSE,NA,NA
"48","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:45:56,FALSE,NA,"1104936464822030336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kris__Davis",15,TRUE,FALSE,NA,NA
"49","RT @SalmanAliNBA: Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,0,NA,2019-03-11 02:45:43,FALSE,NA,"1104936409218060289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HTX34_",15,TRUE,FALSE,NA,NA
"50","Since the All-Star break, the Houston Rockets have the 7th best defense in the NBA.",FALSE,53,NA,2019-03-11 02:45:17,FALSE,NA,"1104936299734204417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SalmanAliNBA",15,FALSE,FALSE,NA,NA
"51","RT @coachwilford: Here's @RP3natural interview list in his first year covering the NBA:
More to come 
Kawhi Leonard 
Blake Griffin
Nikola J…",FALSE,0,NA,2019-03-11 02:45:15,FALSE,NA,"1104936294000422912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cjblamen",3,TRUE,FALSE,NA,NA
"52","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:43:45,FALSE,NA,"1104935915649204224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nini_lpz",53,TRUE,FALSE,NA,NA
"53","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:41:34,FALSE,NA,"1104935367419953152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","L153N",53,TRUE,FALSE,NA,NA
"54","RT @HoustonRockets: .@CP3 passes Isiah Thomas for 7th all-time in assists! https://t.co/FzR6mrmuVQ",FALSE,0,NA,2019-03-11 02:41:22,FALSE,NA,"1104935315569930240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NBA_Philippines",283,TRUE,FALSE,NA,NA
"55","RT @HoustonRockets: 📸 #PhotoOfTheGame 📸

https://t.co/UExDYfALFf | @rokitofficial https://t.co/mrfeO9wFPP",FALSE,0,NA,2019-03-11 02:40:55,FALSE,NA,"1104935203338895361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KenjiSanchez",53,TRUE,FALSE,NA,NA
"56","RT @HoustonRockets: WHAT AN ENDING! 

@CP3 🔒 https://t.co/DrHTdACopl",FALSE,0,NA,2019-03-11 02:40:06,FALSE,NA,"1104934997968924672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NBA_Philippines",742,TRUE,FALSE,NA,NA
"57","RT @coachwilford: Here's @RP3natural interview list in his first year covering the NBA:
More to come 
Kawhi Leonard 
Blake Griffin
Nikola J…",FALSE,0,NA,2019-03-11 02:39:35,FALSE,NA,"1104934865466781696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrPerfect_Ty",3,TRUE,FALSE,NA,NA
"58","@Roddy_94 @DoctahWhoDat @Vitricate So u just gonna ignore how other team had injuries and they don’t have first tea… https://t.co/3FEMgTBtVi",FALSE,0,"Roddy_94",2019-03-11 02:33:56,TRUE,"1104908850589851649","1104933445602402304","608740309","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eazymonysniper",0,FALSE,FALSE,NA,NA
"59","#PhotoOfTheGame https://t.co/0ocfiOlYNA | Rokitofficial https://t.co/iAOICjdAWV https://t.co/p3KJ16KxKu",FALSE,0,NA,2019-03-11 02:33:09,FALSE,NA,"1104933247056789504",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","houstoninformer",0,FALSE,FALSE,NA,NA
